parent,id,"Performance Title",composer_text,"Concert Title",original_date,date_start,orchestra,"Venue Name","Venue Town",seonametown
5067,30082,"Pictures from an Exhibition (orch.Ravel)",Mussorgsky,NULL,"1st Dec 1962",1962-12-01,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5068,29653,"Brandenburg Concerto No.3 in G major, BWV 1048","Bach, Johann Sebastian",NULL,"21st Dec 1962",1962-12-21,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5068,29654,"Symphony No.6 in E minor","Vaughan Williams",NULL,"21st Dec 1962",1962-12-21,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5068,29655,"Mother Goose; suite",Ravel,NULL,"21st Dec 1962",1962-12-21,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5068,29656,"Symphonic Metamorphosis of themes by Weber",Hindemith,NULL,"21st Dec 1962",1962-12-21,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5069,29683,"Corsair; overture, Op.21",Berlioz,NULL,"11th Jan 1963",1963-01-11,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5069,29684,"Concerto for Cello No.1, Op.136",Milhaud,NULL,"11th Jan 1963",1963-01-11,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5069,29685,"La Mer (The Sea); three symphonic sketches",Debussy,NULL,"11th Jan 1963",1963-01-11,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5069,29686,"Symphony No.9 in C major (Great), D.944",Schubert,NULL,"11th Jan 1963",1963-01-11,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5070,29693,"Symphony No.8 in C minor",Bruckner,NULL,"19th Jan 1963",1963-01-19,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5071,29727,"The Ruins of Athens. Turkish March",Beethoven,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5071,29728,"Il Seraglio; opera, K.384. Overture",Mozart,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5071,29729,"Sheherazade; 3rd mvt, The Young Prince and Young Princess",Rimsky-Korsakov,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5071,29730,"Hansel and Gretel; opera. Overture",Humperdinck,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5071,29731,"Norwegian Dance No2",Grieg,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5071,29732,"Koanga; opera. La Calinda",Delius,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5071,29733,Bolero,Ravel,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5072,29734,"The Ruins of Athens. Turkish March",Beethoven,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5072,29735,"Il Seraglio; opera, K.384. Overture",Mozart,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5072,29736,"Sheherazade; 3rd mvt, The Young Prince and Young Princess",Rimsky-Korsakov,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5072,29737,"Hansel and Gretel; opera. Overture",Humperdinck,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5072,29738,"Norwegian Dance No2",Grieg,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5072,29739,"Koanga; opera. La Calinda",Delius,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5072,29740,Bolero,Ravel,NULL,"15th Feb 1963",1963-02-15,"Hallé Orchestra; 1857-","St George's Hall",Bradford,bradford-st-george's-hall
5073,29454,"Force of Destiny; overture",Verdi,NULL,"22nd Sep 1962",1962-09-22,"Hallé Orchestra; 1857-","Colston Hall",Bristol,bristol-colston-hall
5073,29455,"Fennimore and Gerda; opera; Intermezzo",Delius,NULL,"22nd Sep 1962",1962-09-22,"Hallé Orchestra; 1857-","Colston Hall",Bristol,bristol-colston-hall
5073,29456,"Concerto for Piano No.1 in B flat minor, Op.23",Tchaikovsky,NULL,"22nd Sep 1962",1962-09-22,"Hallé Orchestra; 1857-","Colston Hall",Bristol,bristol-colston-hall
5073,29457,"Symphonie Fantastique, Op.14",Berlioz,NULL,"22nd Sep 1962",1962-09-22,"Hallé Orchestra; 1857-","Colston Hall",Bristol,bristol-colston-hall
5073,34906,"Nocturnes, for orchestra; No.1, Nuages, and, No.2, Fetes, only",Debussy,NULL,"22nd Sep 1962",1962-09-22,"Hallé Orchestra; 1857-","Colston Hall",Bristol,bristol-colston-hall
5074,29510,"Italian Girl in Algiers; overture",Rossini,NULL,"26th Sep 1962",1962-09-26,"Hallé Orchestra; 1857-","Colston Hall",Bristol,bristol-colston-hall
5074,29513,"Symphonic Metamorphosis of themes by Weber",Hindemith,NULL,"26th Sep 1962",1962-09-26,"Hallé Orchestra; 1857-","Colston Hall",Bristol,bristol-colston-hall
5074,29514,"Symphony No.4 in E minor, Op.98",Brahms,NULL,"26th Sep 1962",1962-09-26,"Hallé Orchestra; 1857-","Colston Hall",Bristol,bristol-colston-hall
5075,30086,"L'Arlesienne; Adagietto",Bizet,NULL,"28th Jul 1963",1963-07-28,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5075,30090,"Serenade No.13 in G major for strings (Eine Kleine Nacht-Musik); First Movement",Mozart,NULL,"28th Jul 1963",1963-07-28,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5075,30091,"Serenade for Strings in E minor; Second Movement",Elgar,NULL,"28th Jul 1963",1963-07-28,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5076,30087,"Symphony No.1 in C major, Op.21",Beethoven,NULL,"28th Jul 1963",1963-07-28,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5076,30088,"Symphony No.7 in A major, Op.92",Beethoven,NULL,"28th Jul 1963",1963-07-28,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5076,30089,"Coriolanus; overture, Op.62",Beethoven,NULL,"28th Jul 1963",1963-07-28,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5076,30092,"Romance for Violin and Orchestra No.2 in F major, Op.50",Beethoven,NULL,"28th Jul 1963",1963-07-28,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5077,30093,"Beautiful Galathea; operetta. Overture",Suppe,NULL,"29th Jul 1963",1963-07-29,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5077,30094,"Rosamunde; ballet music in G; entracte in B flat",Schubert,NULL,"29th Jul 1963",1963-07-29,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5077,30095,"Symphony No.39 in E flat major (Swan Song), K.543",Mozart,NULL,"29th Jul 1963",1963-07-29,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5077,30096,"Die Fledermaus (The Bat); operetta. Overture","Strauss, Johann (11)",NULL,"29th Jul 1963",1963-07-29,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5077,30097,"Merry Widow; suite","Lehar, arr. Ryan",NULL,"29th Jul 1963",1963-07-29,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5077,30098,"Der Rosenkavalier; suite","Strauss, Richard",NULL,"29th Jul 1963",1963-07-29,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5078,30099,"Carnival; overture, Op.92",Dvorak,NULL,"31st Jul 1963",1963-07-31,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5078,30100,"On Hearing the First Cuckoo in Spring",Delius,NULL,"31st Jul 1963",1963-07-31,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5078,30101,"Concerto for Piano in A minor, Op.16",Grieg,NULL,"31st Jul 1963",1963-07-31,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5078,30102,"Symphony No.6 in B minor (Pathetique), Op.74",Tchaikovsky,NULL,"31st Jul 1963",1963-07-31,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5079,30110,"Mastersingers of Nuremberg; overture",Wagner,NULL,"4th Aug 1963",1963-08-04,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5079,30111,"Song of Summer",Delius,NULL,"4th Aug 1963",1963-08-04,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5079,30112,"Romeo and Juliet; fantasy overture",Tchaikovsky,NULL,"4th Aug 1963",1963-08-04,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5079,30113,"Der Rosenkavalier; suite","Strauss, Richard",NULL,"4th Aug 1963",1963-08-04,"Hallé Orchestra; 1857-","Pavilion Gardens",Buxton,buxton-pavilion-gardens
5080,29515,"Italian Girl in Algiers; overture",Rossini,NULL,"27th Sep 1962",1962-09-27,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
5080,29517,"Symphonic Metamorphosis of themes by Weber",Hindemith,NULL,"27th Sep 1962",1962-09-27,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
5080,29518,"Symphony No.4 in E minor, Op.98",Brahms,NULL,"27th Sep 1962",1962-09-27,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
5080,34907,"Nocturnes, for orchestra; No.1, Nuages, and, No.2, Fetes, only",Debussy,NULL,"27th Sep 1962",1962-09-27,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
5081,29906,"In a Summer Garden; fantasy",Delius,NULL,"22nd May 1963",1963-05-22,"Hallé Orchestra; 1857-","Festival Theatre",Chichester,chichester-festival-theatre
5081,29907,"La Mer (The Sea); three symphonic sketches",Debussy,NULL,"22nd May 1963",1963-05-22,"Hallé Orchestra; 1857-","Festival Theatre",Chichester,chichester-festival-theatre
5081,29908,"Serenade No.13 in G major for strings (Eine Kleine Nacht-Musik), K 525",Mozart,NULL,"22nd May 1963",1963-05-22,"Hallé Orchestra; 1857-","Festival Theatre",Chichester,chichester-festival-theatre
5081,29909,"Symphony No.5 in E flat major, Op.82",Sibelius,NULL,"22nd May 1963",1963-05-22,"Hallé Orchestra; 1857-","Festival Theatre",Chichester,chichester-festival-theatre
5081,32195,"Mastersingers of Nuremberg; overture",Wagner,NULL,"22nd May 1963",1963-05-22,"Hallé Orchestra; 1857-","Festival Theatre",Chichester,chichester-festival-theatre
5082,29419,"Fantasia on a theme by Tallis, for double string orchestra","Vaughan Williams",NULL,"7th Sep 1962",1962-09-07,"Hallé Orchestra; 1857-",Cathedral,Chester,chester-cathedral
5082,29420,"Music for His Majesty's Sackbutts and Cornetts","Locke, Matthew",NULL,"7th Sep 1962",1962-09-07,"Hallé Orchestra; 1857-",Cathedral,Chester,chester-cathedral
5082,29421,"Death and Transfiguration; symphonic poem, Op.24","Strauss, Richard",NULL,"7th Sep 1962",1962-09-07,"Hallé Orchestra; 1857-",Cathedral,Chester,chester-cathedral
5082,29422,"Symphony No.4 in E minor, Op.98",Brahms,NULL,"7th Sep 1962",1962-09-07,"Hallé Orchestra; 1857-",Cathedral,Chester,chester-cathedral
5083,29954,"Symphony No.29 in A major, K.201",Mozart,NULL,"17th Jun 1963",1963-06-17,"Hallé Orchestra; 1857-","Concert Hall",Tivoli,tivoli-concert-hall
5083,29955,"In a Summer Garden; fantasy",Delius,NULL,"17th Jun 1963",1963-06-17,"Hallé Orchestra; 1857-","Concert Hall",Tivoli,tivoli-concert-hall
5083,29956,"La Mer (The Sea); three symphonic sketches",Debussy,NULL,"17th Jun 1963",1963-06-17,"Hallé Orchestra; 1857-","Concert Hall",Tivoli,tivoli-concert-hall
5083,29957,"Symphony No.4 (The Inextinguishable), Op.29",Nielsen,NULL,"17th Jun 1963",1963-06-17,"Hallé Orchestra; 1857-","Concert Hall",Tivoli,tivoli-concert-hall
5084,29897,"Thieving Magpie; overture",Rossini,NULL,"20th May 1963",1963-05-20,"Hallé Orchestra; 1857-","Fairfield Hall",Croydon,croydon-fairfield-hall
5084,29898,"Variations on an Original Theme (Enigma), Op.36",Elgar,NULL,"20th May 1963",1963-05-20,"Hallé Orchestra; 1857-","Fairfield Hall",Croydon,croydon-fairfield-hall
5084,29899,"Serenade No.13 in G major for strings (Eine Kleine Nacht-Musik), K 525",Mozart,NULL,"20th May 1963",1963-05-20,"Hallé Orchestra; 1857-","Fairfield Hall",Croydon,croydon-fairfield-hall
5084,29900,"Symphony No.5 in E flat major, Op.82",Sibelius,NULL,"20th May 1963",1963-05-20,"Hallé Orchestra; 1857-","Fairfield Hall",Croydon,croydon-fairfield-hall
5085,29807,"Divertimento 2","Arnold, Malcolm",NULL,"20th Mar 1963",1963-03-20,"Hallé Orchestra; 1857-","Dorking Halls",Dorking,dorking-dorking-halls
5085,29809,"Firebird; ballet suite",Stravinsky,NULL,"20th Mar 1963",1963-03-20,"Hallé Orchestra; 1857-","Dorking Halls",Dorking,dorking-dorking-halls
5085,29810,"Symphony No.3 in E flat major (Eroica), Op.55",Beethoven,NULL,"20th Mar 1963",1963-03-20,"Hallé Orchestra; 1857-","Dorking Halls",Dorking,dorking-dorking-halls
5085,30056,"Symphony No.8 in B minor (Unfinished), D.759",Schubert,NULL,"20th Mar 1963",1963-03-20,"Hallé Orchestra; 1857-","Dorking Halls",Dorking,dorking-dorking-halls
5086,29901,"Semiramide; overture",Rossini,NULL,"21st May 1963",1963-05-21,"Hallé Orchestra; 1857-","Dorking Halls",Dorking,dorking-dorking-halls
5086,29902,"Symphony No.29 in A major, K.201",Mozart,NULL,"21st May 1963",1963-05-21,"Hallé Orchestra; 1857-","Dorking Halls",Dorking,dorking-dorking-halls
5086,29903,"Daphnis and Chloe; ballet suite No 2",Ravel,NULL,"21st May 1963",1963-05-21,"Hallé Orchestra; 1857-","Dorking Halls",Dorking,dorking-dorking-halls
5086,29904,"Symphony No.4 in E minor, Op.98",Brahms,NULL,"21st May 1963",1963-05-21,"Hallé Orchestra; 1857-","Dorking Halls",Dorking,dorking-dorking-halls
5087,29506,"Tannhauser; overture",Wagner,NULL,"25th Sep 1962",1962-09-25,"Hallé Orchestra; 1857-",Cathedral,Exeter,exeter-cathedral
5087,29507,"Music for His Majesty's Sackbutts and Cornetts","Locke, Matthew",NULL,"25th Sep 1962",1962-09-25,"Hallé Orchestra; 1857-",Cathedral,Exeter,exeter-cathedral
5087,29508,"Death and Transfiguration; symphonic poem, Op.24","Strauss, Richard",NULL,"25th Sep 1962",1962-09-25,"Hallé Orchestra; 1857-",Cathedral,Exeter,exeter-cathedral
5087,29509,"Symphony No.4 in E minor, Op.98",Brahms,NULL,"25th Sep 1962",1962-09-25,"Hallé Orchestra; 1857-",Cathedral,Exeter,exeter-cathedral
5088,29966,"Mastersingers of Nuremberg; overture",Wagner,NULL,"24th Jun 1963",1963-06-24,"Hallé Orchestra; 1857-","Leas Cliff Hall",Folkestone,folkestone-leas-cliff-hall
5088,29967,"Water Music, HWV 348-350",Handel/Harty,NULL,"24th Jun 1963",1963-06-24,"Hallé Orchestra; 1857-","Leas Cliff Hall",Folkestone,folkestone-leas-cliff-hall
5088,29969,"Symphony No.5 in C minor, Op.67",Beethoven,NULL,"24th Jun 1963",1963-06-24,"Hallé Orchestra; 1857-","Leas Cliff Hall",Folkestone,folkestone-leas-cliff-hall
5088,29970,"Concerto for Violin in E minor, Op.64",Mendelssohn,NULL,"24th Jun 1963",1963-06-24,"Hallé Orchestra; 1857-","Leas Cliff Hall",Folkestone,folkestone-leas-cliff-hall
5089,29968,"Thieving Magpie; overture",Rossini,NULL,"25th Jun 1963",1963-06-25,"Hallé Orchestra; 1857-","Leas Cliff Hall",Folkestone,folkestone-leas-cliff-hall
5089,29971,"Symphony No.34 in C major, K.338",Mozart,NULL,"25th Jun 1963",1963-06-25,"Hallé Orchestra; 1857-","Leas Cliff Hall",Folkestone,folkestone-leas-cliff-hall
5089,29972,"Daphnis and Chloe; ballet suite No 2",Ravel,NULL,"25th Jun 1963",1963-06-25,"Hallé Orchestra; 1857-","Leas Cliff Hall",Folkestone,folkestone-leas-cliff-hall
5089,29973,"Symphony No.2 in D major, Op.43",Sibelius,NULL,"25th Jun 1963",1963-06-25,"Hallé Orchestra; 1857-","Leas Cliff Hall",Folkestone,folkestone-leas-cliff-hall
5090,29937,"Beautiful Galathea; operetta. Overture",Suppe,NULL,"10th Jun 1963",1963-06-10,"Hallé Orchestra; 1857-","Concert Hall",Gothenberg,gothenberg-concert-hall
5090,29938,"Rosamunde; ballet music; entracte in B flat",Schubert,NULL,"10th Jun 1963",1963-06-10,"Hallé Orchestra; 1857-","Concert Hall",Gothenberg,gothenberg-concert-hall
5090,29939,"Symphony No.39 in E flat major (Swan Song), K.543",Mozart,NULL,"10th Jun 1963",1963-06-10,"Hallé Orchestra; 1857-","Concert Hall",Gothenberg,gothenberg-concert-hall
5090,29940,"Die Fledermaus (The Bat); operetta. Overture","Strauss, Johann (11)",NULL,"10th Jun 1963",1963-06-10,"Hallé Orchestra; 1857-","Concert Hall",Gothenberg,gothenberg-concert-hall
5090,29941,"Tales from the Vienna Woods; waltz, Op.325","Strauss, Johann (11)",NULL,"10th Jun 1963",1963-06-10,"Hallé Orchestra; 1857-","Concert Hall",Gothenberg,gothenberg-concert-hall
5090,29942,"Annen-Polka, Op.117","Strauss, Johann (11)",NULL,"10th Jun 1963",1963-06-10,"Hallé Orchestra; 1857-","Concert Hall",Gothenberg,gothenberg-concert-hall
5090,29943,"New Pizzicato Polka, Op.449","Strauss, Johann (11)",NULL,"10th Jun 1963",1963-06-10,"Hallé Orchestra; 1857-","Concert Hall",Gothenberg,gothenberg-concert-hall
5090,29944,"Der Rosenkavalier; suite","Strauss, Richard",NULL,"10th Jun 1963",1963-06-10,"Hallé Orchestra; 1857-","Concert Hall",Gothenberg,gothenberg-concert-hall
5091,29701,"Leonora Overture No.3, Op.72b",Beethoven,NULL,"26th Jan 1963",1963-01-26,"Hallé Orchestra; 1857-",Cathedral,Guildford,guildford-cathedral
5091,29702,"Symphony No.6 in E minor","Vaughan Williams",NULL,"26th Jan 1963",1963-01-26,"Hallé Orchestra; 1857-",Cathedral,Guildford,guildford-cathedral
5091,29703,"Serenade No.13 in G major for strings (Eine Kleine Nacht-Musik), K 525",Mozart,NULL,"26th Jan 1963",1963-01-26,"Hallé Orchestra; 1857-",Cathedral,Guildford,guildford-cathedral
5091,29704,"Death and Transfiguration; symphonic poem, Op.24","Strauss, Richard",NULL,"26th Jan 1963",1963-01-26,"Hallé Orchestra; 1857-",Cathedral,Guildford,guildford-cathedral
5092,29431,"Don Juan; symphonic poem, Op.20","Strauss, Richard",NULL,"13th Sep 1962",1962-09-13,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5092,29432,"Prelude a L'Apres-midi d'un Faune",Debussy,NULL,"13th Sep 1962",1962-09-13,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5092,29433,"Romeo and Juliet; fantasy overture",Tchaikovsky,NULL,"13th Sep 1962",1962-09-13,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5092,29434,"Symphony No.1 in E minor, Op.39",Sibelius,NULL,"13th Sep 1962",1962-09-13,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5093,29563,"Epic March","Ireland John",NULL,"23rd Oct 1962",1962-10-23,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5093,29564,"Symphony No.3 in E flat major (Eroica); Scherzo",Beethoven,NULL,"23rd Oct 1962",1962-10-23,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5093,29565,"Symphony No.8 in D minor. Scherzo, Cavatina","Vaughan Williams",NULL,"23rd Oct 1962",1962-10-23,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5093,29566,"Wasps of Aristophanes; incidental music. Overture","Vaughan Williams",NULL,"23rd Oct 1962",1962-10-23,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5093,29567,"Mother Goose; suite. 3, 4, 5",Ravel,NULL,"23rd Oct 1962",1962-10-23,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5093,29568,"Symphonic Metamorphosis of themes by Weber; March",Hindemith,NULL,"23rd Oct 1962",1962-10-23,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5094,29569,"William Tell. overture",Rossini,NULL,"23rd Oct 1962",1962-10-23,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5094,29570,"Serenade for Strings in E minor, Op.20",Elgar,NULL,"23rd Oct 1962",1962-10-23,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5094,29571,"Concerto for Piano No.23 in A major, K.488",Mozart,NULL,"23rd Oct 1962",1962-10-23,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5094,29572,"Symphony on a French Mountain Air, for piano and orchestra, in G major (Symphonie Cevenole), Op.25","d'Indy, Vincent",NULL,"23rd Oct 1962",1962-10-23,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5094,29573,Bolero,Ravel,NULL,"23rd Oct 1962",1962-10-23,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5095,29630,"The Ruins of Athens. Turkish March",Beethoven,NULL,"7th Dec 1962",1962-12-07,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5095,29631,"Il Seraglio; opera, K.384. Overture",Mozart,NULL,"7th Dec 1962",1962-12-07,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5095,29632,"Sheherazade; 3rd mvt, The Young Prince and Young Princess",Rimsky-Korsakov,NULL,"7th Dec 1962",1962-12-07,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5095,29633,"Hansel and Gretel; opera. Overture",Humperdinck,NULL,"7th Dec 1962",1962-12-07,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5095,29634,"Norwegian Dance No2",Grieg,NULL,"7th Dec 1962",1962-12-07,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5095,29635,"Koanga; opera. La Calinda",Delius,NULL,"7th Dec 1962",1962-12-07,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5095,29636,Bolero,Ravel,NULL,"7th Dec 1962",1962-12-07,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5096,29637,"Hansel and Gretel; opera. Overture",Humperdinck,NULL,"7th Dec 1962",1962-12-07,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5096,29638,"Nutcracker; ballet suite, Op.71a.",Tchaikovsky,NULL,"7th Dec 1962",1962-12-07,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5096,29639,"Young Person's Guide to the Orchestra; variations and fugue on a theme of Purcell, Op.34",Britten,NULL,"7th Dec 1962",1962-12-07,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5096,29640,"Symphony No.9 in E minor (From the New World), Op.95",Dvorak,NULL,"7th Dec 1962",1962-12-07,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5097,29753,"Hebrides Overture (Fingal's Cave), Op.26",Mendelssohn,NULL,"22nd Feb 1963",1963-02-22,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5097,29755,"Concerto for Two Horns and Strings. First and Third Movement",Telemann,NULL,"22nd Feb 1963",1963-02-22,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5097,29756,"Symphony No.7 in A major; Finale",Beethoven,NULL,"22nd Feb 1963",1963-02-22,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5097,29757,"March of the Little Lead Soldiers",Pierne,NULL,"22nd Feb 1963",1963-02-22,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5097,29759,"Concerto for Two Violins in D Minor, BWV 1043. First Movement","Bach, Johann Sebastian",NULL,"22nd Feb 1963",1963-02-22,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5097,31030,"Firebird; Danse Infernale, Berceuse, and, Finale",Stravinsky,NULL,"22nd Feb 1963",1963-02-22,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5098,29754,"Corsair; overture, Op.21",Berlioz,NULL,"22nd Feb 1963",1963-02-22,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5098,29760,"Appalachian Spring (Ballet for Martha)",Copland,NULL,"22nd Feb 1963",1963-02-22,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5098,29761,"American in Paris",Gershwin,NULL,"22nd Feb 1963",1963-02-22,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5098,29762,"Symphony No.4 in E minor, Op.98",Brahms,NULL,"22nd Feb 1963",1963-02-22,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5099,29850,"Symphony No.103 in E flat major (Drum Roll) (London Salomon No.8), Op.95, No.1",Haydn,NULL,"26th Apr 1963",1963-04-26,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5099,29851,"Der Rosenkavalier; suite","Strauss, Richard",NULL,"26th Apr 1963",1963-04-26,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5099,29852,"Symphony No.4 in G major",Mahler,NULL,"26th Apr 1963",1963-04-26,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
5100,29647,"Roman Carnival; overture, Op.9",Berlioz,NULL,"18th Dec 1962",1962-12-18,"Hallé Orchestra; 1857-","The Royal Hall",Harrogate,harrogate-the-royal-hall
5100,29648,"Sorcerer's Apprentice; symphonic scherzo",Dukas,NULL,"18th Dec 1962",1962-12-18,"Hallé Orchestra; 1857-","The Royal Hall",Harrogate,harrogate-the-royal-hall
5100,29649,"Prelude a L'Apres-midi d'un Faune",Debussy,NULL,"18th Dec 1962",1962-12-18,"Hallé Orchestra; 1857-","The Royal Hall",Harrogate,harrogate-the-royal-hall
